frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
390,224,72,66,50,222,71,75,61,0.721311,5.14782,223,74,63,51,0.841391,3.53553,34.0958,0.423679,0.197228,0,0.5,1,259.156,101.577,259.708,100.274,259.599,100.531,1.4154,55.65,1
391,229,74,60,50,225,73,71,57,0.74129,2.91548,226,74,63,51,0.933707,1.58114,36.2061,0.477782,0.197228,0,0.5,1,259.861,101.558,259.781,100.868,259.797,101.004,0.695176,55.65,1
392,229,72,59,48,223,70,73,60,0.646575,4.12311,225,72,63,51,0.881419,2.5,19.6614,0.0536171,0.197228,0,0.5,1,259.872,99.4923,259.98,101.349,259.959,100.983,1.86019,55.65,1
393,228,69,62,47,224,67,71,57,0.72004,3.04138,225,68,63,51,0.852737,2.69258,41.3623,0.609973,0.197228,0,0.5,1,259.019,95.9976,260.14,101.305,259.919,100.258,5.42484,55.65,1
394,228,66,59,52,223,68,69,56,0.740834,4,225,69,63,51,0.852802,2.69258,38.5373,0.537548,0.197228,0,0.5,1,258.018,95.6669,260.086,100.513,259.678,99.5575,5.2693,55.65,1
395,230,67,58,48,224,67,69,56,0.720497,4.03113,224,67,64,52,0.836538,3.60555,27.1057,0.24447,0.197228,0,0.5,1,258.288,94.7277,259.819,99.7509,259.517,98.7602,5.25148,55.65,1
396,230,68,57,49,223,68,71,57,0.690141,4,225,69,63,51,0.836697,2.82843,18.804,0.0316355,0.197228,0,0.5,1,258.19,96.9532,259.639,98.89,259.353,98.508,2.419,55.65,1
397,232,70,53,52,223,71,69,56,0.690069,3.16228,224,72,63,51,0.798433,3.3541,34.4522,0.432815,0.197228,0,0.5,1,257.559,98.9824,259.456,98.6133,259.082,98.6861,1.93336,55.65,1
398,230,72,55,46,220,71,71,57,0.625154,4.92443,223,72,63,51,0.787426,3.90512,49.6724,0.823022,0.197228,0,0.5,1,255.153,99.3927,259.161,98.7961,258.371,98.9137,4.05238,55.65,1
399,229,73,55,48,223,73,69,56,0.68323,4.12311,223,74,63,51,0.791004,3.20156,22.037,0.114521,0.197228,0,0.5,1,257.647,101.224,258.399,99.0312,258.251,99.4636,2.31799,55.65,1
400,229,75,57,45,223,72,68,55,0.685829,2.06155,223,73,64,52,0.770733,2.91548,28.7409,0.286393,0.197228,0,0.5,1,256.893,99.6962,258.27,99.6089,257.998,99.6262,1.3799,55.65,1
401,229,72,58,47,223,72,69,56,0.705487,4.52769,223,72,63,51,0.821779,4.03113,33.6149,0.499803,0.197228,0,0.5,1,257.187,99.9851,258,99.7726,257.839,99.8145,0.839754,55.65,1
402,226,71,60,48,221,68,73,60,0.657534,3.3541,222,70,64,52,0.865385,2.23607,41.4952,0.745277,0.197228,0,0.5,1,257.239,98.1521,257.831,99.9636,257.714,99.6063,1.90567,55.65,1
403,226,70,62,47,220,67,78,63,0.593,5.38516,223,69,63,51,0.852737,2.69258,31.6872,0.439754,0.197228,0,0.5,1,258.723,98.278,257.698,99.7324,257.9,99.4456,1.77962,55.65,1
404,227,69,58,47,218,62,81,66,0.509914,3.53553,223,69,63,51,0.848428,2.5,27.3339,0.304148,0.197228,0,0.5,1,258.227,95.2215,257.896,99.5533,257.962,98.699,4.34435,55.65,1
405,229,69,54,44,220,64,76,62,0.504244,4.47214,223,67,63,51,0.739496,2.12132,27.5565,0.311081,0.197228,0,0.5,1,258.399,94.6094,257.963,98.7518,258.049,97.9348,4.16534,55.65,1
406,228,66,57,49,221,64,72,59,0.657486,3.04138,222,66,63,51,0.869281,3.16228,52.0634,1,0.197228,0,0.5,1,257.163,92.9079,258.055,97.9351,257.879,96.9436,5.10569,55.65,1
407,228,66,57,48,223,64,69,56,0.708075,2.23607,224,66,63,51,0.851541,1.80278,53.0759,1,0.197228,0,0.5,1,257.481,92.0579,257.874,96.8802,257.797,95.9291,4.83834,55.65,1
408,229,67,55,45,223,64,68,55,0.661765,2.06155,223,64,63,51,0.770308,2,40.5137,0.646193,0.197228,0,0.5,1,256.692,91.1882,257.787,95.8047,257.571,94.8942,4.74438,55.65,1
409,230,66,55,45,222,63,72,59,0.582627,4.03113,225,65,63,51,0.770308,2.23607,39.8662,0.627957,0.197228,0,0.5,1,258.033,92.7729,257.547,94.7112,257.643,94.3289,1.9983,55.65,1
410,226,64,60,48,223,63,69,56,0.745342,3.3541,224,65,63,51,0.861595,2.54951,36.7107,0.539085,0.197228,0,0.5,1,258.1,91.4248,257.625,94.1214,257.719,93.5896,2.73807,55.65,1
411,230,66,54,46,223,65,69,56,0.642857,4.03113,224,66,63,51,0.773109,2.91548,22.6989,0.14445,0.197228,0,0.5,1,257.402,92.9841,257.708,93.3479,257.647,93.2761,0.475178,55.65,1
412,230,68,55,45,223,65,68,55,0.661765,2.06155,224,66,63,51,0.770308,2.23607,26.0773,0.239601,0.197228,0,0.5,1,257.373,92.762,257.632,93.0298,257.581,92.977,0.372622,55.65,1
413,229,67,55,47,222,65,69,56,0.668996,2.5,223,66,63,51,0.804544,2.23607,37.1118,0.534192,0.197228,0,0.5,1,256.609,93.0213,257.562,92.7273,257.374,92.7853,0.996927,55.65,1
414,229,66,56,48,222,66,69,56,0.695652,4.03113,223,68,63,51,0.774737,4.30116,28.3618,0.278881,0.197228,0,0.5,1,257.052,94.3446,257.343,92.5393,257.286,92.8954,1.82874,55.65,1
415,230,68,54,50,222,68,69,56,0.698758,3.04138,223,68,63,51,0.840336,2.54951,43.6779,0.725781,0.197228,0,0.5,1,256.609,95.7197,257.251,92.6723,257.125,93.2733,3.11433,55.65,1
416,229,67,53,49,221,65,68,55,0.694385,1.11803,222,66,63,51,0.808279,2,36.0922,0.504442,0.197228,0,0.5,1,255.232,92.8975,257.082,93.0888,256.717,93.0511,1.86019,55.65,1
417,222,69,65,48,220,67,73,60,0.712329,4.47214,222,68,63,51,0.913871,1.11803,31.8967,0.382022,0.197228,0,0.5,1,256.981,96.6209,256.651,92.8642,256.716,93.6051,3.77114,55.65,1
418,222,65,64,52,221,65,71,57,0.822338,3.53553,222,67,63,51,0.92893,1.58114,68.2156,1,0.197228,0,0.5,1,256.236,93.8128,256.654,93.4658,256.572,93.5343,0.543153,55.65,1
419,222,64,66,50,220,63,73,60,0.753425,4.272,221,65,64,52,0.871788,2.82843,46.6655,0.563865,0.197228,0,0.5,1,256.597,93.1962,256.505,93.3993,256.523,93.3593,0.22299,55.65,1
420,221,66,64,48,219,64,73,60,0.70137,4.71699,221,66,63,51,0.927323,1.58114,52.917,0.690385,0.197228,0,0.5,1,255.318,93.4042,256.457,93.2218,256.232,93.2578,1.15326,55.65,1
421,223,64,64,53,219,63,75,61,0.741421,3.3541,223,66,61,50,0.899175,1.58114,62.3853,0.882005,0.197228,0,0.5,1,255.997,93.0546,256.152,93.1226,256.121,93.1092,0.168797,55.65,1
422,221,63,65,53,218,63,75,61,0.753005,4.47214,221,66,63,51,0.897948,2.23607,51.2836,0.657328,0.197228,0,0.5,1,255.189,93.2613,256.039,92.9731,255.871,93.03,0.897595,55.65,1
423,222,67,63,50,219,65,73,60,0.719178,3.60555,221,67,64,52,0.946514,1.11803,28.6601,0.199469,0.197228,0,0.5,1,256.222,94.7897,255.778,92.8976,255.866,93.2708,1.94352,55.65,1
424,220,66,63,49,220,65,71,57,0.762787,5,220,67,64,52,0.891772,2.54951,33.7453,0.302385,0.197228,0,0.5,1,255.415,94.1854,255.778,93.1623,255.706,93.3641,1.0856,55.65,1
425,216,66,67,54,219,66,71,57,0.821098,5.22015,220,68,63,51,0.88806,2.06155,43.142,0.492557,0.197228,0,0.5,1,254.401,95.0449,255.614,93.2687,255.375,93.619,2.15086,55.65,1
426,220,69,62,46,220,66,69,56,0.738095,4.03113,220,68,63,51,0.887644,1.58114,51.9048,0.64679,0.197228,0,0.5,1,254.208,94.4969,255.268,93.5461,255.059,93.7336,1.42358,55.65,1
427,217,66,69,50,218,66,69,56,0.868677,3.16228,219,68,64,52,0.828926,3.04138,49.3061,0.590515,0.197228,0,0.5,1,253.047,94.3507,254.938,93.6727,254.565,93.8064,2.00854,55.65,1
428,217,68,67,47,215,67,69,56,0.814959,3.64005,216,69,61,50,0.802559,4.71699,27.4793,0.117855,0.197228,0,0.5,1,249.94,95.5595,254.42,93.7541,253.536,94.1102,4.82992,55.65,1
429,218,67,63,49,216,66,69,56,0.798913,2.69258,219,68,61,50,0.912434,1.5,34.1229,0.250986,0.197228,0,0.5,1,250.478,94.4089,253.335,94.0807,252.771,94.1455,2.87552,55.65,1
430,216,65,67,50,218,66,68,55,0.815621,4.30116,217,67,63,51,0.854479,2.69258,42.8469,0.442651,0.197228,0,0.5,1,251.793,93.2442,252.533,94.1202,252.387,93.9474,1.14666,55.65,1
431,218,65,64,50,216,65,71,57,0.790709,3.80789,218,67,63,51,0.892299,2.54951,32.953,0.225283,0.197228,0,0.5,1,250.882,94.1439,252.14,93.9111,251.892,93.957,1.27962,55.65,1
432,217,65,64,51,217,66,69,56,0.814664,4.30116,218,67,64,52,0.880742,2.69258,38.0897,0.338136,0.197228,0,0.5,1,251.961,94.0771,251.629,93.9236,251.694,93.9538,0.366191,55.65,1
433,216,67,64,50,217,67,67,54,0.858779,3.20156,217,67,63,51,0.965369,0.707107,39.191,0.36233,0.197228,0,0.5,1,249.918,93.8718,251.435,93.9224,251.136,93.9124,1.51859,55.65,1
434,212,64,69,52,216,66,67,54,0.821537,4.24264,216,67,63,51,0.831179,2.69258,53.2442,0.67108,0.197228,0,0.5,1,249.29,93.5269,250.858,93.8803,250.549,93.8106,1.60705,55.65,1
435,214,67,67,48,214,67,67,54,0.888889,3,216,67,63,51,0.888106,1.5,50.1006,0.602015,0.197228,0,0.5,1,247.384,93.8236,250.251,93.774,249.685,93.7838,2.86707,55.65,1
436,216,66,62,48,216,66,67,54,0.822554,3.90512,216,68,63,51,0.85466,3.53553,44.72,0.483803,0.197228,0,0.5,1,248.793,93.2842,249.351,93.7478,249.241,93.6564,0.724968,55.65,1
437,212,64,70,53,214,66,68,55,0.870919,3.16228,214,67,63,51,0.834879,2.5,39.8122,0.37598,0.197228,0,0.5,1,248.112,93.3502,248.899,93.6146,248.744,93.5624,0.830527,55.65,1
438,211,66,69,52,215,67,68,55,0.826065,4.30116,215,68,63,51,0.862777,1.80278,32.1373,0.207362,0.197228,0,0.5,1,248.807,95.0441,248.393,93.5172,248.474,93.8184,1.58203,55.65,1
439,212,67,65,49,213,67,68,55,0.827659,3.90512,214,68,63,51,0.896266,2.23607,31.6711,0.197121,0.197228,0,0.5,1,247.155,94.1541,248.128,93.7925,247.936,93.8639,1.03784,55.65,1
440,214,66,64,47,212,66,71,57,0.743267,5.22015,213,68,63,51,0.813174,4.272,46.128,0.514736,0.197228,0,0.5,1,247.524,95.0941,247.578,93.8426,247.567,94.0894,1.25259,55.65,1
441,212,66,66,52,212,67,68,55,0.884393,2.69258,213,68,63,51,0.901288,1.58114,57.0166,0.734231,0.197228,0,0.5,1,245.874,94.2583,247.208,94.084,246.945,94.1184,1.34581,55.65,1
442,212,67,66,49,212,67,68,55,0.864706,3.16228,214,69,61,50,0.83904,2.54951,49.106,0.530895,0.197228,0,0.5,1,245.676,94.4135,246.569,94.1152,246.393,94.174,0.941631,55.65,1
443,209,65,68,52,210,67,68,55,0.853286,3.64005,212,68,60,49,0.831448,1.80278,35.7969,0.204181,0.197228,0,0.5,1,244.164,94.4219,246.005,94.1746,245.642,94.2234,1.85784,55.65,1
444,211,66,65,51,211,68,67,54,0.849787,3.64005,211,68,63,51,0.897123,2.23607,35.2971,0.191911,0.197228,0,0.5,1,244.594,94.6587,245.231,94.2271,245.106,94.3122,0.769391,55.65,1
445,209,67,67,50,211,67,67,54,0.874126,2.82843,212,69,63,51,0.854479,2.69258,39.9712,0.306651,0.197228,0,0.5,1,244.076,94.2474,244.687,94.3214,244.566,94.3068,0.614838,55.65,1
446,211,66,62,47,209,66,68,55,0.779144,4.12311,210,68,63,51,0.83608,4.03113,43.986,0.405208,0.197228,0,0.5,1,242.839,94.0548,244.14,94.3151,243.883,94.2638,1.32637,55.65,1
447,206,64,73,53,210,67,68,55,0.807793,4.272,211,69,63,51,0.745195,4,32.6927,0.12798,0.197228,0,0.5,1,243.638,94.8592,243.44,94.2687,243.479,94.3852,0.622818,55.65,1
448,208,67,68,54,210,69,67,54,0.88958,2.5,210,69,63,51,0.875,0.707107,23.2321,0,0.197228,0,0.5,1,243.599,95.9835,243.039,94.3976,243.149,94.7104,1.68183,55.65,1
449,209,67,68,49,209,68,67,54,0.861275,3.53553,210,69,63,51,0.826172,3.3541,30.1647,0.177062,0.197228,0,0.5,1,242.597,94.6906,242.716,94.7429,242.692,94.7326,0.129695,55.65,1
450,205,67,70,50,208,68,67,54,0.856063,3.3541,208,69,63,51,0.819734,2.54951,32.3667,0.233302,0.197228,0,0.5,1,240.891,94.6465,242.258,94.7645,241.988,94.7412,1.37207,55.65,1
451,206,69,70,49,209,69,67,54,0.871979,2.91548,210,70,61,50,0.824324,1.58114,25.8236,0.076706,0.197228,0,0.5,1,242.082,95.8517,241.536,94.7716,241.643,94.9846,1.21036,55.65,1
452,205,68,75,49,207,68,67,54,0.818703,3.20156,208,68,63,51,0.812155,3.16228,47.7251,0.724979,0.197228,0,0.5,1,240.606,94.648,241.198,95.0287,241.081,94.9536,0.703755,55.65,1
453,204,65,73,52,207,68,67,54,0.794723,4,209,68,63,51,0.787098,2.5,33.357,0.299691,0.197228,0,0.5,1,240.684,94.7835,240.628,94.9928,240.639,94.9516,0.216554,55.65,1
454,204,68,69,50,206,68,67,54,0.901022,2.23607,207,69,63,51,0.863255,1.5,27.8832,0.137668,0.197228,0,0.5,1,239.431,94.7679,240.187,94.9881,240.038,94.9447,0.788014,55.65,1
455,209,68,62,50,206,68,67,54,0.856827,2.06155,207,69,63,51,0.899218,2.12132,35.5297,0.364,0.197228,0,0.5,1,239.698,95.1781,239.576,94.9785,239.6,95.0179,0.234016,55.65,1
456,208,66,62,50,206,68,67,54,0.795297,4.03113,207,69,63,51,0.857311,3.53553,44.9485,0.642793,0.197228,0,0.5,1,239.147,94.7252,239.14,95.0542,239.142,94.9893,0.329068,55.65,1
457,207,67,63,49,205,68,67,54,0.821516,3.5,206,69,63,51,0.860602,3.16228,48.1141,0.736493,0.197228,0,0.5,1,238.755,94.8155,238.681,95.0215,238.696,94.9808,0.21887,55.65,1
458,207,67,64,51,204,67,68,55,0.872727,2.23607,207,68,63,51,0.946799,1.11803,50.4715,0.806269,0.197228,0,0.5,1,238.379,94.3708,238.237,95.0104,238.265,94.8842,0.655234,55.65,1
459,209,66,61,48,205,67,68,55,0.754275,4.52769,206,68,63,51,0.816327,4.03113,47.0079,0.703748,0.197228,0,0.5,1,238.652,94.9498,237.808,94.9057,237.974,94.9144,0.845284,55.65,1
460,204,66,64,52,204,67,68,55,0.858044,3.20156,206,68,61,50,0.916466,1.11803,47.5454,0.719657,0.197228,0,0.5,1,238.355,94.9817,237.528,94.9364,237.691,94.9453,0.828664,55.65,1
461,204,65,66,50,202,66,71,57,0.786287,4.52769,205,68,61,50,0.823141,3.3541,49.139,0.766829,0.197228,0,0.5,1,237.695,94.9978,237.255,94.9679,237.342,94.9738,0.441886,55.65,1
462,208,63,62,53,204,67,71,57,0.707334,6.0208,207,67,60,49,0.866867,2.82843,39.7587,0.489176,0.197228,0,0.5,1,239.109,95.2759,236.911,94.9968,237.345,95.0518,2.21603,55.65,1
463,205,63,65,51,202,65,73,60,0.706208,6.57647,205,67,63,51,0.830109,4.12311,64.6315,1,0.197228,0,0.5,1,239.007,94.7478,236.942,95.0783,237.349,95.0131,2.09141,55.65,1
464,205,65,65,50,202,65,75,61,0.710383,5.85235,206,68,63,51,0.845517,3.5,56.3113,0.799024,0.197228,0,0.5,1,239.883,95.0108,236.973,95.0354,237.547,95.0306,2.91073,55.65,1
465,205,64,63,54,201,64,75,61,0.743607,4.03113,205,67,61,50,0.896531,1.41421,46.9168,0.572102,0.197228,0,0.5,1,238.811,94.8492,237.207,95.0525,237.523,95.0124,1.61707,55.65,1
466,204,67,63,51,201,65,75,61,0.702295,4.24264,205,68,61,50,0.949269,0.5,46.9408,0.572682,0.197228,0,0.5,1,238.554,95.2258,237.204,95.0318,237.47,95.0701,1.36364,55.65,1
467,202,65,67,52,201,64,75,61,0.76153,4.60977,204,67,63,51,0.888074,1.5,42.1159,0.456135,0.197228,0,0.5,1,238.666,94.7113,237.168,95.092,237.463,95.0169,1.54529,55.65,1
468,206,65,62,51,201,64,75,61,0.691148,4.272,204,67,63,51,0.882753,2.5,56.4136,0.801495,0.197228,0,0.5,1,237.972,94.9111,237.18,95.0339,237.336,95.0097,0.801067,55.65,1
469,202,65,66,53,200,65,75,61,0.76459,4.71699,204,68,63,51,0.884583,2.06155,51.8053,0.690183,0.197228,0,0.5,1,237.643,95.1557,237.063,95.0252,237.177,95.0509,0.594532,55.65,1
470,206,68,62,48,201,65,75,61,0.650492,3.80789,203,67,64,52,0.867299,2.23607,47.7152,0.591387,0.197228,0,0.5,1,238.536,95.3565,236.911,95.0681,237.232,95.125,1.65009,55.65,1
471,205,66,64,49,200,65,75,61,0.685464,5.02494,202,68,64,52,0.797053,4.60977,52.0218,0.695412,0.197228,0,0.5,1,237.591,95.5068,236.987,95.1458,237.106,95.217,0.703829,55.65,1
472,203,67,66,52,201,66,73,60,0.783562,3.3541,203,69,63,51,0.901288,2.12132,46.8532,0.570565,0.197228,0,0.5,1,237.885,95.8316,236.868,95.2424,237.069,95.3586,1.17505,55.65,1
473,203,67,66,48,200,65,75,61,0.692459,4.74342,204,68,61,50,0.855566,2.5,49.7302,0.640058,0.197228,0,0.5,1,237.495,95.6904,236.844,95.3914,236.972,95.4504,0.716913,55.65,1
474,203,67,64,51,200,66,75,61,0.713443,4.71699,204,69,61,50,0.898947,1.58114,51.9911,0.69467,0.197228,0,0.5,1,237.386,96.0474,236.756,95.487,236.88,95.5975,0.843396,55.65,1
475,203,70,67,48,200,66,73,60,0.734247,2,203,70,61,50,0.877172,3.16228,37.8926,0.354122,0.197228,0,0.5,1,237.127,96.3435,236.672,95.6413,236.761,95.7798,0.836926,55.65,1
476,202,68,65,49,200,66,73,60,0.727169,4.03113,204,68,61,50,0.920826,0.5,71.1197,1,0.197228,0,0.5,1,236.626,96.2817,236.559,95.8324,236.572,95.921,0.454288,55.65,1
477,199,66,70,53,200,67,73,60,0.796979,5.14782,203,69,61,50,0.822102,1.58114,41.5825,0.383197,0.197228,0,0.5,1,236.466,96.5225,236.37,95.9793,236.389,96.0865,0.551606,55.65,1
478,199,68,69,49,199,66,75,61,0.739016,5,202,69,63,51,0.847059,2,65.362,0.872885,0.197228,0,0.5,1,236.711,96.2299,236.188,96.1517,236.291,96.1671,0.528486,55.65,1
479,201,69,68,52,199,66,75,61,0.772896,2.12132,203,69,63,51,0.908654,0.707107,66.9968,0.908977,0.197228,0,0.5,1,236.603,96.6225,236.097,96.2333,236.197,96.3101,0.638226,55.65,1
480,198,67,69,50,198,66,75,61,0.754098,5.40833,202,69,63,51,0.830998,2.69258,61.2517,0.782143,0.197228,0,0.5,1,235.906,96.4211,236.01,96.3812,235.989,96.3891,0.111147,55.65,1
481,197,68,73,51,199,66,75,61,0.774214,4.24264,203,69,63,51,0.832013,1.41421,64.5677,0.84846,0.197228,0,0.5,1,236.402,96.7548,235.8,96.4607,235.919,96.5187,0.669824,55.65,1
482,199,67,69,50,198,66,76,62,0.732173,5.59017,202,69,63,51,0.830998,2.5,51.7307,0.551559,0.197228,0,0.5,1,236.589,96.6901,235.737,96.5941,235.905,96.613,0.8569,55.65,1
483,205,64,64,53,198,65,78,63,0.668542,6,202,68,64,52,0.801126,4.60977,69.3714,0.959563,0.197228,0,0.5,1,237.086,96.3663,235.735,96.6896,236.001,96.6258,1.38898,55.65,1
484,206,66,59,50,197,64,80,65,0.567308,5.70088,201,67,64,52,0.853558,3.20156,56.1055,0.578134,0.197228,0,0.5,1,237.009,96.3757,235.848,96.6983,236.077,96.6347,1.20548,55.65,1
485,204,67,62,49,196,63,83,67,0.546305,5.59017,202,67,64,52,0.912861,1.80278,42.2399,0.130835,0.197228,0,0.5,1,237.673,97.0383,235.938,96.7031,236.28,96.7692,1.76675,55.65,1
486,206,66,59,49,194,62,86,70,0.480233,6.67083,202,68,64,52,0.804701,3.80789,39.522,0.0490375,0.197228,0,0.5,1,236.838,97.4192,236.164,96.8418,236.297,96.9557,0.887915,55.65,1
487,204,67,60,48,196,62,83,67,0.517892,5.70088,200,68,64,52,0.832349,3.60555,37.3846,0,0.197228,0,0.5,1,237.145,95.5545,236.188,97.0357,236.377,96.7435,1.76334,55.65,1
488,205,66,58,50,195,63,83,67,0.521489,6.04152,201,68,64,52,0.808362,3.16228,37.4165,0.000945896,0.197228,0,0.5,1,236.704,96.8739,236.281,96.8047,236.365,96.8184,0.428575,55.65,1
489,203,66,61,48,195,62,83,67,0.526524,6.26498,200,67,64,52,0.845972,3.3541,49.3404,0.354401,0.197228,0,0.5,1,236.636,95.8904,236.274,96.8804,236.345,96.6852,1.05421,55.65,1
490,201,64,64,56,195,63,83,67,0.644488,5.70088,200,67,64,52,0.90099,1.41421,42.6796,0.156957,0.197228,0,0.5,1,236.384,96.8738,236.259,96.7347,236.284,96.7621,0.187164,55.65,1
491,201,64,63,55,193,62,86,70,0.575581,6.5192,199,67,64,52,0.903334,2.12132,54.854,0.517838,0.197228,0,0.5,1,236.251,96.5332,236.199,96.8134,236.21,96.7581,0.285002,55.65,1
492,199,67,66,50,192,62,88,71,0.528169,6.80074,199,67,64,52,0.933489,1.41421,38.3446,0.0284574,0.197228,0,0.5,1,235.653,97.4062,236.126,96.8059,236.033,96.9243,0.764149,55.65,1
493,202,66,63,52,192,62,88,71,0.524328,6.04152,199,68,64,52,0.858188,3.20156,55.1008,0.525156,0.197228,0,0.5,1,235.783,97.9318,235.943,96.9796,235.911,97.1674,0.965499,55.65,1
494,199,66,68,53,194,62,84,69,0.621808,5,199,68,65,53,0.887788,2.5,39.4491,0.0611959,0.197228,0,0.5,1,236.253,96.6439,235.819,97.2348,235.905,97.1183,0.733034,55.65,1
495,199,66,67,53,193,62,86,70,0.589867,5.70088,198,68,64,52,0.876432,2.91548,57.0593,0.583209,0.197228,0,0.5,1,235.731,97.0163,235.818,97.1782,235.801,97.1463,0.184138,55.65,1
496,200,68,66,51,192,62,88,71,0.538732,5,199,69,63,51,0.891061,2.69258,42.8069,0.160731,0.197228,0,0.5,1,235.47,98.1137,235.714,97.2041,235.665,97.3835,0.941745,55.65,1
497,199,67,68,52,192,62,88,71,0.565941,5.40833,199,69,64,52,0.873362,2.82843,71.7021,1,0.197228,0,0.5,1,235.607,97.2166,235.575,97.4529,235.581,97.4063,0.238581,55.65,1
498,200,67,66,51,191,63,88,71,0.538732,6.32456,198,69,65,53,0.828947,3.90512,61.8126,0.711825,0.197228,0,0.5,1,235.239,98.2904,235.491,97.4727,235.441,97.634,0.855583,55.65,1
499,201,65,65,52,191,62,88,71,0.540973,6.67083,197,67,65,53,0.807947,4.71699,56.9764,0.570899,0.197228,0,0.5,1,235.293,97.4413,235.348,97.7107,235.337,97.6576,0.274895,55.65,1
500,201,67,63,51,191,62,88,71,0.514245,5.59017,197,68,64,52,0.847218,3.80789,59.9422,0.657321,0.197228,0,0.5,1,235.003,97.3461,235.243,97.7309,235.196,97.655,0.45338,55.65,1
501,199,67,67,51,190,62,90,73,0.520091,6.5,198,68,64,52,0.876217,2.91548,43.4652,0.177188,0.197228,0,0.5,1,235.053,98.334,235.099,97.7235,235.09,97.8439,0.612164,55.65,1
502,198,66,65,52,191,61,90,73,0.51446,7.77817,197,68,65,53,0.882759,2.69258,54.4948,0.498584,0.197228,0,0.5,1,235.314,97.4245,234.992,97.9201,235.056,97.8224,0.590826,55.65,1
503,200,67,63,50,190,62,90,73,0.479452,7.38241,196,68,65,53,0.828896,3.90512,43.5914,0.180864,0.197228,0,0.5,1,235.217,98.7681,234.962,97.8923,235.012,98.065,0.912019,55.65,1
504,198,65,67,55,193,63,84,69,0.635783,6.10328,196,67,64,52,0.850884,3.53553,39.3573,0.0574843,0.197228,0,0.5,1,235.549,96.9416,234.922,98.146,235.046,97.9085,1.35791,55.65,1
505,198,66,64,52,190,62,88,71,0.53265,6.80074,197,68,64,52,0.89846,2.23607,49.4391,0.351264,0.197228,0,0.5,1,234.245,97.5923,234.963,97.9742,234.822,97.8989,0.813023,55.65,1
506,200,68,61,49,190,62,88,71,0.478393,6.10328,197,68,64,52,0.898137,2.12132,43.0332,0.164599,0.197228,0,0.5,1,234.075,97.4486,234.73,97.9598,234.601,97.859,0.830773,55.65,1
507,198,63,69,55,190,60,90,73,0.577626,6.5,197,65,64,52,0.851573,3.53553,29.7453,0,0.197228,0,0.5,1,234.784,96.1737,234.501,97.9134,234.557,97.5703,1.7625,55.65,1
508,195,64,73,52,193,60,84,69,0.654934,5.70088,197,66,64,52,0.815494,3.20156,30.1998,0.0108342,0.197228,0,0.5,1,234.874,94.5359,234.461,97.6027,234.542,96.9979,3.09459,55.65,1
509,196,63,70,53,192,59,84,69,0.640097,5,197,65,64,52,0.864865,2.5,26.5759,0,0.197228,0,0.5,1,233.805,93.1171,234.451,96.9914,234.324,96.2273,3.92779,55.65,1
510,194,61,71,56,193,59,81,66,0.743734,5,196,65,65,53,0.836427,2.69258,26.4895,0,0.197228,0,0.5,1,233.58,92.3204,234.225,96.1717,234.098,95.4121,3.90486,55.65,1
511,197,61,67,53,191,59,84,69,0.612664,6.5,195,63,64,52,0.850686,3.80789,39.4985,0.28773,0.197228,0,0.5,1,233.556,93.1011,233.99,95.3078,233.905,94.8725,2.24895,55.65,1
512,195,62,68,52,191,59,86,70,0.587375,7.81025,196,64,64,52,0.873362,2.23607,51.7551,0.558817,0.197228,0,0.5,1,233.764,93.7921,233.792,94.7402,233.786,94.5532,0.948552,55.65,1
513,195,63,70,49,190,58,88,71,0.548976,7.2111,196,65,64,52,0.802133,4.03113,52.3744,0.572515,0.197228,0,0.5,1,233.812,93.2049,233.673,94.4089,233.701,94.1714,1.21201,55.65,1
514,198,63,65,53,190,59,88,71,0.551376,6.10328,195,65,65,53,0.848176,3.60555,52.7831,0.581554,0.197228,0,0.5,1,233.932,94.2496,233.589,94.0119,233.657,94.0587,0.41712,55.65,1
515,195,64,69,53,189,59,88,71,0.585307,5.31507,196,65,65,53,0.908114,1.41421,51.9275,0.562632,0.197228,0,0.5,1,233.134,94.7623,233.55,93.9022,233.468,94.0718,0.95517,55.65,1
516,194,63,70,53,189,59,90,73,0.564688,7.81025,195,63,65,53,0.928571,1.5,40.3918,0.307487,0.197228,0,0.5,1,233.361,94.9243,233.355,93.9261,233.356,94.123,0.998206,55.65,1
517,195,63,68,52,187,57,93,76,0.500283,7.5,196,65,64,52,0.873362,2.23607,51.7719,0.559191,0.197228,0,0.5,1,233.21,95.1008,233.244,93.99,233.237,94.2091,1.11131,55.65,1
518,195,63,69,54,190,59,86,70,0.618937,5.31507,196,65,64,52,0.893183,1.80278,47.8407,0.47224,0.197228,0,0.5,1,233.345,93.8074,233.125,94.0901,233.168,94.0343,0.358509,55.65,1
519,194,61,70,54,188,58,90,73,0.575342,7.63217,196,64,65,53,0.847826,2.54951,54.183,0.612516,0.197228,0,0.5,1,232.563,94.3912,233.058,93.9118,232.961,94.0063,0.689289,55.65,1
