frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
413,227,172,127,106,-59,421,117,116,0,386.26,237,174,100,99,0.735403,3.80789,0,0,4036.76,1,5,0,-3288.76,2713.18,-3288.76,2713.18,-3288.76,2713.18,0,55.2,1.1
414,228,169,111,97,-59,421,117,116,0,386.055,231,167,100,99,0.884472,2.69258,0,0,4067.68,1,5,0,-3297.45,2719.17,-3297.45,2719.17,-3297.45,2719.17,0,55.2,1.1
415,225,173,106,94,-59,421,117,116,0,380.32,225,174,100,99,0.880348,4.60977,0,0,4098.76,1,5,0,-3306.14,2725.16,-3306.14,2725.16,-3306.14,2725.16,0,55.2,1.1
416,203,185,114,101,-59,421,117,116,0,356.584,208,188,100,99,0.843809,2.82843,0,0,4129.99,1,5,0,-3314.82,2731.15,-3314.82,2731.15,-3314.82,2731.15,0,55.2,1.1
417,187,202,110,94,-59,421,117,116,0,334.225,192,199,102,101,0.867378,1.11803,0,0,4161.39,1,5,0,-3323.51,2737.14,-3323.51,2737.14,-3323.51,2737.14,0,55.2,1.1
418,188,206,97,93,-59,421,117,116,0,327.828,185,203,100,99,0.911212,1.5,0,0,4192.94,1,5,0,-3332.19,2743.13,-3332.19,2743.13,-3332.19,2743.13,0,55.2,1.1
419,182,212,102,94,-59,421,117,116,0,320.815,183,206,100,99,0.912839,3.5,0,0,4224.65,1,5,0,-3340.88,2749.12,-3340.88,2749.12,-3340.88,2749.12,0,55.2,1.1
420,179,222,98,94,-59,421,117,116,0,310.342,175,221,102,101,0.894195,3.20156,0,0,4256.52,1,5,0,-3349.57,2755.12,-3349.57,2755.12,-3349.57,2755.12,0,55.2,1.1
421,181,234,100,92,-59,421,117,116,0,305.276,180,230,100,99,0.911529,1.11803,0,0,4288.55,1,5,0,-3358.25,2761.11,-3358.25,2761.11,-3358.25,2761.11,0,55.2,1.1
422,205,234,97,94,-59,421,117,116,0,322.056,201,230,100,99,0.902942,2.91548,0,0,4320.74,1,5,0,-3366.94,2767.1,-3366.94,2767.1,-3366.94,2767.1,0,55.2,1.1
423,233,230,107,98,-59,421,117,116,0,349.813,239,223,100,99,0.822457,6.96419,0,0,4353.09,1,5,0,-3375.62,2773.09,-3375.62,2773.09,-3375.62,2773.09,0,55.2,1.1
424,268,218,103,99,-59,421,117,116,0,383.578,267,215,100,99,0.897196,3.90512,0,0,4385.6,1,5,0,-3384.31,2779.08,-3384.31,2779.08,-3384.31,2779.08,0,55.2,1.1
425,293,217,96,89,-59,421,117,116,0,404.881,290,211,100,99,0.86303,1.41421,0,0,4418.28,1,5,0,-3393,2785.07,-3393,2785.07,-3393,2785.07,0,55.2,1.1
426,308,224,98,89,-59,421,117,116,0,414.869,307,218,100,99,0.88101,1,0,0,4451.11,1,5,0,-3401.68,2791.06,-3401.68,2791.06,-3401.68,2791.06,0,55.2,1.1
427,307,232,105,99,-59,421,117,116,0,410.617,307,233,100,99,0.933778,2.69258,0,0,4484.11,1,5,0,-3410.37,2797.06,-3410.37,2797.06,-3410.37,2797.06,0,55.2,1.1
428,282,246,112,91,-59,421,117,116,0,386.961,282,242,100,99,0.827875,6,0,0,4517.27,1,5,0,-3419.05,2803.05,-3419.05,2803.05,-3419.05,2803.05,0,55.2,1.1
429,229,229,116,99,-59,421,117,116,0,350.509,245,232,100,99,0.814664,8.544,0,0,4550.59,1,5,0,-3427.74,2809.04,-3427.74,2809.04,-3427.74,2809.04,0,55.2,1.1
430,201,212,110,93,-59,421,117,116,0,338.249,205,211,100,99,0.858726,2.23607,0,0,4584.08,1,5,0,-3436.43,2815.03,-3436.43,2815.03,-3436.43,2815.03,0,55.2,1.1
431,185,211,104,90,-59,421,117,116,0,325.784,182,210,100,99,0.82906,6.10328,0,0,4617.73,1,5,0,-3445.11,2821.02,-3445.11,2821.02,-3445.11,2821.02,0,55.2,1.1
432,175,222,105,91,-59,421,117,116,0,310.992,175,220,100,99,0.878803,3.20156,0,0,4651.55,1,5,0,-3453.8,2827.01,-3453.8,2827.01,-3453.8,2827.01,0,55.2,1.1
433,198,224,112,94,-59,421,117,116,0,328.686,200,226,100,99,0.81938,6.0208,0,0,4685.53,1,5,0,-3462.48,2833,-3462.48,2833,-3462.48,2833,0,55.2,1.1
434,226,207,107,103,-59,421,117,116,0,356.399,225,214,100,99,0.832443,6.72681,0,0,4719.67,1,5,0,-3471.17,2839,-3471.17,2839,-3471.17,2839,0,55.2,1.1
435,234,194,120,97,-59,421,117,116,0,377.707,241,196,100,99,0.789037,4.24264,0,0,4753.98,1,5,0,-3479.86,2844.99,-3479.86,2844.99,-3479.86,2844.99,0,55.2,1.1
436,253,196,113,94,-59,421,117,116,0,389.61,260,189,98,97,0.779979,5.52268,0,0,4788.46,1,5,0,-3488.54,2850.98,-3488.54,2850.98,-3488.54,2850.98,0,55.2,1.1
437,279,195,120,95,-59,421,117,116,0,413.754,284,192,98,97,0.787754,6.32456,0,0,4823.1,1,5,0,-3497.23,2856.97,-3497.23,2856.97,-3497.23,2856.97,0,55.2,1.1
438,319,204,108,91,-59,421,117,116,0,438.375,317,199,98,97,0.824306,7.28011,0,0,4857.91,1,5,0,-3505.91,2862.96,-3505.91,2862.96,-3505.91,2862.96,0,55.2,1.1
439,327,207,110,94,-59,421,117,116,0,443.769,330,203,98,97,0.849236,3.90512,0,0,4892.89,1,5,0,-3514.6,2868.95,-3514.6,2868.95,-3514.6,2868.95,0,55.2,1.1
440,319,204,111,92,-59,421,117,116,0,439.393,322,201,98,97,0.842459,3.53553,0,0,4928.03,1,5,0,-3523.29,2874.94,-3523.29,2874.94,-3523.29,2874.94,0,55.2,1.1
441,291,199,119,92,-59,421,117,116,0,421.849,297,194,98,97,0.78825,5.14782,0,0,4963.34,1,5,0,-3531.97,2880.94,-3531.97,2880.94,-3531.97,2880.94,0,55.2,1.1
442,254,176,130,106,-59,421,117,116,0,405.685,261,180,100,99,0.718433,8.01561,0,0,4998.82,1,5,0,-3540.66,2886.93,-3540.66,2886.93,-3540.66,2886.93,0,55.2,1.1
443,228,151,118,103,-59,421,117,116,0,398.884,232,153,100,99,0.814547,5,0,0,5034.47,1,5,0,-3549.34,2892.92,-3549.34,2892.92,-3549.34,2892.92,0,55.2,1.1
444,242,140,112,98,-59,421,117,116,0,416.176,247,141,98,97,0.866071,2.06155,0,0,5070.29,1,5,0,-3558.03,2898.91,-3558.03,2898.91,-3558.03,2898.91,0,55.2,1.1
445,277,134,109,92,-59,421,117,116,0,446.794,279,136,96,95,0.822231,5.70088,0,0,5106.28,1,5,0,-3566.72,2904.9,-3566.72,2904.9,-3566.72,2904.9,0,55.2,1.1
446,295,125,101,90,-59,421,117,116,0,463.893,292,125,98,97,0.851085,5.70088,0,0,5142.44,1,5,0,-3575.4,2910.89,-3575.4,2910.89,-3575.4,2910.89,0,55.2,1.1
447,298,119,102,88,-59,421,117,116,0,471.175,298,115,98,97,0.874822,2.06155,0,0,5178.76,1,5,0,-3584.09,2916.88,-3584.09,2916.88,-3584.09,2916.88,0,55.2,1.1
448,298,125,105,88,-59,421,117,116,0,468.296,299,125,98,97,0.852006,5.14782,0,0,5215.26,1,5,0,-3592.77,2922.88,-3592.77,2922.88,-3592.77,2922.88,0,55.2,1.1
449,295,150,114,94,-59,421,117,116,0,451.42,300,150,98,97,0.836694,3.3541,0,0,5251.93,1,5,0,-3601.46,2928.87,-3601.46,2928.87,-3601.46,2928.87,0,55.2,1.1
450,295,181,120,104,-59,421,117,116,0,432.315,305,194,98,97,0.68243,9.55249,0,0,5288.77,1,5,0,-3610.15,2934.86,-3610.15,2934.86,-3610.15,2934.86,0,55.2,1.1
451,302,231,105,85,-59,421,117,116,0,410.189,304,221,98,97,0.824671,4.272,0,0,5325.78,1,5,0,-3618.83,2940.85,-3618.83,2940.85,-3618.83,2940.85,0,55.2,1.1
452,302,229,103,89,-59,421,117,116,0,409.324,303,223,98,97,0.876495,2.5,0,0,5362.97,1,5,0,-3627.52,2946.84,-3627.52,2946.84,-3627.52,2946.84,0,55.2,1.1
453,292,207,113,97,-59,421,117,116,0,414.431,301,211,98,97,0.802783,4.272,0,0,5400.32,1,5,0,-3636.2,2952.83,-3636.2,2952.83,-3636.2,2952.83,0,55.2,1.1
454,289,198,106,93,-59,421,117,116,0,415.086,292,198,98,97,0.889171,2.23607,0,0,5437.86,1,5,0,-3644.89,2958.82,-3644.89,2958.82,-3644.89,2958.82,0,55.2,1.1
455,290,189,98,88,-59,421,117,116,0,419.257,288,186,98,97,0.872547,2.5,0,0,5475.56,1,5,0,-3653.58,2964.82,-3653.58,2964.82,-3653.58,2964.82,0,55.2,1.1
456,281,168,108,95,-59,421,117,116,0,426.606,286,169,98,97,0.872844,2,0,0,5513.44,1,5,0,-3662.26,2970.81,-3662.26,2970.81,-3662.26,2970.81,0,55.2,1.1
457,281,133,113,101,-59,421,117,116,0,448.959,285,142,98,97,0.757456,7.82624,0,0,5551.49,1,5,0,-3670.95,2976.8,-3670.95,2976.8,-3670.95,2976.8,0,55.2,1.1
458,281,90,125,111,-59,421,117,116,0,479.122,284,97,98,97,0.685117,10.5,0,0,5589.72,1,5,0,-3679.63,2982.79,-3679.63,2982.79,-3679.63,2982.79,0,55.2,1.1
459,297,73,115,94,-59,421,117,116,0,504.882,301,73,98,97,0.829611,4.74342,0,0,5628.12,1,5,0,-3688.32,2988.78,-3688.32,2988.78,-3688.32,2988.78,0,55.2,1.1
460,314,84,118,109,-59,421,117,116,0,505.413,318,89,98,97,0.739076,6.08276,0,0,5666.7,1,5,0,-3697.01,2994.77,-3697.01,2994.77,-3697.01,2994.77,0,55.2,1.1
461,314,128,131,114,-59,421,117,116,0,480.454,330,135,98,97,0.636534,1.58114,0,0,5705.45,1,5,0,-3705.69,3000.76,-3705.69,3000.76,-3705.69,3000.76,0,55.2,1.1
462,308,162,123,101,-59,421,117,116,0,455.985,316,165,98,97,0.765194,4.60977,0,0,5744.38,1,5,0,-3714.38,3006.76,-3714.38,3006.76,-3714.38,3006.76,0,55.2,1.1
463,294,180,113,95,-59,421,117,116,0,431.802,300,179,98,97,0.851706,1.5,0,0,5783.49,1,5,0,-3723.06,3012.75,-3723.06,3012.75,-3723.06,3012.75,0,55.2,1.1
464,276,197,120,98,-59,421,117,116,0,409.294,287,198,98,97,0.808333,0.5,0,0,5822.77,1,5,0,-3731.75,3018.74,-3731.75,3018.74,-3731.75,3018.74,0,55.2,1.1
465,267,213,119,98,-59,421,117,116,0,392.451,276,211,100,99,0.817737,1.58114,0,0,5862.23,1,5,0,-3740.44,3024.73,-3740.44,3024.73,-3740.44,3024.73,0,55.2,1.1
466,266,225,111,92,-59,421,117,116,0,383.338,269,220,100,99,0.843109,2.91548,0,0,5901.87,1,5,0,-3749.12,3030.72,-3749.12,3030.72,-3749.12,3030.72,0,55.2,1.1
467,262,232,103,91,-59,421,117,116,0,373.093,262,227,100,99,0.894525,1.80278,0,0,5941.68,1,5,0,-3757.81,3036.71,-3757.81,3036.71,-3757.81,3036.71,0,55.2,1.1
468,268,237,97,87,-59,421,117,116,0,374.02,267,230,100,99,0.852424,1.11803,0,0,5981.68,1,5,0,-3766.5,3042.71,-3766.5,3042.71,-3766.5,3042.71,0,55.2,1.1
469,275,235,100,90,-59,421,117,116,0,381.512,275,228,100,99,0.909091,2.5,0,0,6021.86,1,5,0,-3775.18,3048.7,-3775.18,3048.7,-3775.18,3048.7,0,55.2,1.1
470,285,225,96,88,-59,421,117,116,0,394.109,282,218,100,99,0.853333,1.80278,0,0,6062.21,1,5,0,-3783.87,3054.69,-3783.87,3054.69,-3783.87,3054.69,0,55.2,1.1
471,291,206,100,92,-59,421,117,116,0,410.062,289,204,100,99,0.89409,2.5,0,0,6102.74,1,5,0,-3792.55,3060.68,-3792.55,3060.68,-3792.55,3060.68,0,55.2,1.1
472,301,192,104,93,-59,421,117,116,0,427.554,301,192,100,99,0.905374,3.60555,0,0,6143.46,1,5,0,-3801.24,3066.67,-3801.24,3066.67,-3801.24,3066.67,0,55.2,1.1
473,311,193,104,88,-59,421,117,116,0,436.688,310,185,98,97,0.843312,5.31507,0,0,6184.35,1,5,0,-3809.93,3072.66,-3809.93,3072.66,-3809.93,3072.66,0,55.2,1.1
474,314,190,104,93,-59,421,117,116,0,439.464,317,185,98,97,0.887227,3,0,0,6225.43,1,5,0,-3818.61,3078.65,-3818.61,3078.65,-3818.61,3078.65,0,55.2,1.1
475,324,198,102,90,-59,421,117,116,0,443.505,327,194,98,97,0.893979,1.11803,0,0,6266.69,1,5,0,-3827.3,3084.65,-3827.3,3084.65,-3827.3,3084.65,0,55.2,1.1
476,331,213,101,88,-59,421,117,116,0,441.823,328,213,98,97,0.833167,6.36396,0,0,6308.13,1,5,0,-3835.98,3090.64,-3835.98,3090.64,-3835.98,3090.64,0,55.2,1.1
477,313,231,105,88,-59,421,117,116,0,419.013,314,231,98,97,0.852006,5.14782,0,0,6349.75,1,5,0,-3844.67,3096.63,-3844.67,3096.63,-3844.67,3096.63,0,55.2,1.1
478,289,248,112,95,-59,421,117,116,0,391.206,292,249,98,97,0.84251,4.47214,0,0,6391.55,1,5,0,-3853.36,3102.62,-3853.36,3102.62,-3853.36,3102.62,0,55.2,1.1
479,263,262,110,95,-59,421,117,116,0,360.794,271,258,98,97,0.84062,3.60555,0,0,6433.54,1,5,0,-3862.04,3108.61,-3862.04,3108.61,-3862.04,3108.61,0,55.2,1.1
480,258,262,101,93,-59,421,117,116,0,352.918,261,257,98,97,0.912274,3.3541,0,0,6475.71,1,5,0,-3870.73,3114.6,-3870.73,3114.6,-3870.73,3114.6,0,55.2,1.1
481,258,258,97,91,-59,421,117,116,0,353.623,254,251,98,97,0.856882,5.31507,0,0,6518.07,1,5,0,-3879.41,3120.59,-3879.41,3120.59,-3879.41,3120.59,0,55.2,1.1
482,229,223,112,106,-59,421,117,116,0,350.313,239,230,98,97,0.800708,3.90512,0,0,6560.61,1,5,0,-3888.1,3126.59,-3888.1,3126.59,-3888.1,3126.59,0,55.2,1.1
483,233,190,105,99,-59,421,117,116,0,373.037,232,195,98,97,0.84559,6.0208,0,0,6603.33,1,5,0,-3896.79,3132.58,-3896.79,3132.58,-3896.79,3132.58,0,55.2,1.1
484,258,177,105,92,-59,421,117,116,0,402.811,257,174,98,97,0.871314,4.52769,0,0,6646.24,1,5,0,-3905.47,3138.57,-3905.47,3138.57,-3905.47,3138.57,0,55.2,1.1
485,274,171,109,94,-59,421,117,116,0,419.955,274,170,98,97,0.874004,5.52268,0,0,6689.33,1,5,0,-3914.16,3144.56,-3914.16,3144.56,-3914.16,3144.56,0,55.2,1.1
486,287,176,103,93,-59,421,117,116,0,425.104,290,175,98,97,0.914051,1.11803,0,0,6732.61,1,5,0,-3922.84,3150.55,-3922.84,3150.55,-3922.84,3150.55,0,55.2,1.1
487,301,193,103,88,-59,421,117,116,0,427.987,304,191,98,97,0.867082,2.54951,0,0,6776.08,1,5,0,-3931.53,3156.54,-3931.53,3156.54,-3931.53,3156.54,0,55.2,1.1
488,312,205,111,99,-59,421,117,116,0,431.073,320,208,98,97,0.848561,2.5,0,0,6819.73,1,5,0,-3940.22,3162.53,-3940.22,3162.53,-3940.22,3162.53,0,55.2,1.1
489,332,231,110,98,-59,421,117,116,0,435.611,336,228,98,97,0.831858,4.03113,0,0,6863.57,1,5,0,-3948.9,3168.53,-3948.9,3168.53,-3948.9,3168.53,0,55.2,1.1
490,342,248,106,98,-59,421,117,116,0,435.367,343,249,98,97,0.915094,3.04138,0,0,6907.6,1,5,0,-3957.59,3174.52,-3957.59,3174.52,-3957.59,3174.52,0,55.2,1.1
491,341,266,97,89,-59,421,117,116,0,424.844,337,258,98,97,0.856032,5.31507,0,0,6951.82,1,5,0,-3966.27,3180.51,-3966.27,3180.51,-3966.27,3180.51,0,55.2,1.1
492,323,266,103,91,-59,421,117,116,0,410.708,323,260,96,95,0.85878,5.31507,0,0,6996.22,1,5,0,-3974.96,3186.5,-3974.96,3186.5,-3974.96,3186.5,0,55.2,1.1
493,283,266,118,97,-59,421,117,116,0,379.956,288,266,96,95,0.796785,6.08276,0,0,7040.81,1,5,0,-3983.65,3192.49,-3983.65,3192.49,-3983.65,3192.49,0,55.2,1.1
494,246,267,113,95,-59,421,117,116,0,344.774,247,267,96,95,0.849558,7.5,0,0,7085.6,1,5,0,-3992.33,3198.48,-3992.33,3198.48,-3992.33,3198.48,0,55.2,1.1
495,208,267,104,93,-59,421,117,116,0,308.627,217,264,96,95,0.869479,5.38516,0,0,7130.57,1,5,0,-4001.02,3204.47,-4001.02,3204.47,-4001.02,3204.47,0,55.2,1.1
496,203,243,109,91,-59,421,117,116,0,320.709,209,247,96,95,0.78151,6.0208,0,0,7175.73,1,5,0,-4009.7,3210.47,-4009.7,3210.47,-4009.7,3210.47,0,55.2,1.1
497,212,213,108,96,-59,421,117,116,0,344.305,217,221,96,95,0.765217,7.56637,0,0,7221.08,1,5,0,-4018.39,3216.46,-4018.39,3216.46,-4018.39,3216.46,0,55.2,1.1
498,219,188,101,94,-59,421,117,116,0,363.918,219,194,96,95,0.831005,6.96419,0,0,7266.62,1,5,0,-4027.08,3222.45,-4027.08,3222.45,-4027.08,3222.45,0,55.2,1.1
499,231,183,102,94,-59,421,117,116,0,376.573,233,181,98,97,0.9322,0.5,0,0,7312.35,1,5,0,-4035.76,3228.44,-4035.76,3228.44,-4035.76,3228.44,0,55.2,1.1
500,262,175,103,93,-59,421,117,116,0,406.082,260,178,98,97,0.82719,6.72681,0,0,7358.28,1,5,0,-4044.45,3234.43,-4044.45,3234.43,-4044.45,3234.43,0,55.2,1.1
501,294,179,100,97,-59,421,117,116,0,426.535,290,178,98,97,0.88627,5.09902,0,0,7404.4,1,5,0,-4053.13,3240.42,-4053.13,3240.42,-4053.13,3240.42,0,55.2,1.1
502,307,185,104,92,-59,421,117,116,0,436.743,305,179,98,97,0.845038,6.10328,0,0,7450.7,1,5,0,-4061.82,3246.41,-4061.82,3246.41,-4061.82,3246.41,0,55.2,1.1
503,311,187,102,90,-59,421,117,116,0,438.652,312,186,98,97,0.893979,2.69258,0,0,7497.21,1,5,0,-4070.51,3252.41,-4070.51,3252.41,-4070.51,3252.41,0,55.2,1.1
504,318,195,99,98,-59,421,117,116,0,436.634,317,197,98,97,0.940986,2.12132,0,0,7543.9,1,5,0,-4079.19,3258.4,-4079.19,3258.4,-4079.19,3258.4,0,55.2,1.1
505,325,212,98,96,-59,421,117,116,0,433.833,320,212,98,97,0.894052,5.02494,0,0,7590.79,1,5,0,-4087.88,3264.39,-4087.88,3264.39,-4087.88,3264.39,0,55.2,1.1
506,309,227,106,98,-59,421,117,116,0,415.47,306,226,100,99,0.881655,6.0208,0,0,7637.87,1,5,0,-4096.56,3270.38,-4096.56,3270.38,-4096.56,3270.38,0,55.2,1.1
507,260,231,136,96,-59,421,117,116,0,384.594,271,228,100,99,0.718778,7.15891,0,0,7685.15,1,5,0,-4105.25,3276.37,-4105.25,3276.37,-4105.25,3276.37,0,55.2,1.1
508,216,221,134,112,-59,421,117,116,0,348.104,235,226,100,99,0.659648,2.5,0,0,7732.62,1,5,0,-4113.94,3282.36,-4113.94,3282.36,-4113.94,3282.36,0,55.2,1.1
509,181,228,125,101,-59,421,117,116,0,315.81,193,226,100,99,0.756335,3.04138,0,0,7780.28,1,5,0,-4122.62,3288.35,-4122.62,3288.35,-4122.62,3288.35,0,55.2,1.1
510,172,225,111,95,-59,421,117,116,0,307.614,175,224,100,99,0.867976,2.69258,0,0,7828.14,1,5,0,-4131.31,3294.35,-4131.31,3294.35,-4131.31,3294.35,0,55.2,1.1
511,183,227,121,97,-59,421,117,116,0,317.724,188,224,100,99,0.797541,5.85235,0,0,7876.2,1,5,0,-4139.99,3300.34,-4139.99,3300.34,-4139.99,3300.34,0,55.2,1.1
512,220,230,121,92,-59,421,117,116,0,346.655,224,225,98,97,0.77577,7.90569,0,0,7924.46,1,5,0,-4148.68,3306.33,-4148.68,3306.33,-4148.68,3306.33,0,55.2,1.1
513,246,224,109,95,-59,421,117,116,0,365.592,245,224,98,97,0.865583,6.57647,0,0,7972.91,1,5,0,-4157.37,3312.32,-4157.37,3312.32,-4157.37,3312.32,0,55.2,1.1
514,250,224,104,92,-59,421,117,116,0,367.678,250,220,98,97,0.896401,3.3541,0,0,8021.55,1,5,0,-4166.05,3318.31,-4166.05,3318.31,-4166.05,3318.31,0,55.2,1.1
515,273,218,123,97,-59,421,117,116,0,396.713,268,220,98,97,0.701079,17.6139,0,0,8070.4,1,5,0,-4174.74,3324.3,-4174.74,3324.3,-4174.74,3324.3,0,55.2,1.1
516,340,212,126,101,-59,421,117,116,0,457.913,342,212,98,97,0.746975,12.1655,0,0,8119.44,1,5,0,-4183.42,3330.29,-4183.42,3330.29,-4183.42,3330.29,0,55.2,1.1
517,367,205,96,86,-59,421,117,116,0,475.396,363,204,98,97,0.835297,5.40833,0,0,8168.68,1,5,0,-4192.11,3336.29,-4192.11,3336.29,-4192.11,3336.29,0,55.2,1.1
518,342,195,121,95,-59,421,117,116,0,467.27,341,197,98,97,0.753005,12.855,0,0,8218.12,1,5,0,-4200.8,3342.28,-4200.8,3342.28,-4200.8,3342.28,0,55.2,1.1
519,283,199,133,105,-59,421,117,116,0,417.44,295,198,96,95,0.641775,8.8459,0,0,8267.76,1,5,0,-4209.48,3348.27,-4209.48,3348.27,-4209.48,3348.27,0,55.2,1.1
520,195,207,147,105,-59,421,117,116,0,347.191,192,213,96,95,0.562023,28.5175,0,0,8317.6,1,5,0,-4218.17,3354.26,-4218.17,3354.26,-4218.17,3354.26,0,55.2,1.1
521,156,215,100,85,-59,421,117,116,0,302.828,161,213,96,95,0.845993,4.24264,0,0,8367.64,1,5,0,-4226.85,3360.25,-4226.85,3360.25,-4226.85,3360.25,0,55.2,1.1
522,160,210,92,88,-59,421,117,116,0,305.397,159,204,96,95,0.887719,2.69258,0,0,8417.88,1,5,0,-4235.54,3366.24,-4235.54,3366.24,-4235.54,3366.24,0,55.2,1.1
523,179,180,113,104,-59,421,117,116,0,341.621,182,188,96,95,0.776038,6.5192,0,0,8468.31,1,5,0,-4244.23,3372.24,-4244.23,3372.24,-4244.23,3372.24,0,55.2,1.1
524,222,160,92,85,-59,421,117,116,0,385.415,213,160,96,95,0.774751,8.60233,0,0,8518.95,1,5,0,-4252.91,3378.23,-4252.91,3378.23,-4252.91,3378.23,0,55.2,1.1
525,222,159,89,79,-59,421,117,116,0,387.259,214,153,96,95,0.755734,4.92443,0,0,8569.8,1,5,0,-4261.6,3384.22,-4261.6,3384.22,-4261.6,3384.22,0,55.2,1.1
526,224,168,86,85,-59,421,117,116,0,379.01,216,165,96,95,0.801535,3.60555,0,0,8620.84,1,5,0,-4270.29,3390.21,-4270.29,3390.21,-4270.29,3390.21,0,55.2,1.1
527,226,194,102,88,-59,421,117,116,0,367.542,229,195,96,95,0.857143,4.5,0,0,8672.08,1,5,0,-4278.97,3396.2,-4278.97,3396.2,-4278.97,3396.2,0,55.2,1.1
528,235,226,97,90,-59,421,117,116,0,352.023,234,225,96,95,0.919355,2.12132,0,0,8723.53,1,5,0,-4287.66,3402.19,-4287.66,3402.19,-4287.66,3402.19,0,55.2,1.1
529,234,246,90,90,-59,421,117,116,0,336.845,231,244,96,95,0.888158,0.5,0,0,8775.18,1,5,0,-4296.34,3408.18,-4296.34,3408.18,-4296.34,3408.18,0,55.2,1.1
530,236,260,97,89,-59,421,117,116,0,334.178,237,257,96,95,0.927788,0.5,0,0,8827.04,1,5,0,-4305.03,3414.18,-4305.03,3414.18,-4305.03,3414.18,0,55.2,1.1
531,247,268,97,86,-59,421,117,116,0,340.353,243,261,96,95,0.828482,5.14782,0,0,8879.1,1,5,0,-4313.72,3420.17,-4313.72,3420.17,-4313.72,3420.17,0,55.2,1.1
532,233,254,105,92,-59,421,117,116,0,337.397,233,253,96,95,0.887817,4.52769,0,0,8931.36,1,5,0,-4322.4,3426.16,-4322.4,3426.16,-4322.4,3426.16,0,55.2,1.1
533,217,255,96,86,-59,421,117,116,0,321.327,216,249,96,95,0.887465,1.80278,0,0,8983.83,1,5,0,-4331.09,3432.15,-4331.09,3432.15,-4331.09,3432.15,0,55.2,1.1
534,223,264,91,89,-59,421,117,116,0,318.483,220,266,96,95,0.851107,5.02494,0,0,9036.5,1,5,0,-4339.77,3438.14,-4339.77,3438.14,-4339.77,3438.14,0,55.2,1.1
535,252,286,100,91,-59,421,117,116,0,336.545,247,281,94,93,0.782418,8.94427,0,0,9089.38,1,5,0,-4348.46,3444.13,-4348.46,3444.13,-4348.46,3444.13,0,55.2,1.1
536,273,282,96,96,-59,421,117,116,0,354.349,270,281,94,93,0.873357,4.71699,0,0,9142.46,1,5,0,-4357.15,3450.12,-4357.15,3450.12,-4357.15,3450.12,0,55.2,1.1
537,268,271,104,87,-59,421,117,116,0,360.251,270,270,94,93,0.850811,3.60555,0,0,9195.76,1,5,0,-4365.83,3456.12,-4365.83,3456.12,-4365.83,3456.12,0,55.2,1.1
538,267,240,107,98,-59,421,117,116,0,373.016,268,249,94,93,0.770208,8.51469,0,0,9249.25,1,5,0,-4374.52,3462.11,-4374.52,3462.11,-4374.52,3462.11,0,55.2,1.1
539,276,190,103,105,-59,421,117,116,0,404.371,276,209,94,93,0.704611,13.7568,0,0,9302.96,1,5,0,-4383.2,3468.1,-4383.2,3468.1,-4383.2,3468.1,0,55.2,1.1
540,263,156,111,89,-59,421,117,116,0,423.466,269,162,94,93,0.721139,8.38153,0,0,9356.87,1,5,0,-4391.89,3474.09,-4391.89,3474.09,-4391.89,3474.09,0,55.2,1.1
541,253,151,93,91,-59,421,117,116,0,412.076,250,147,94,93,0.889414,3.90512,0,0,9410.99,1,5,0,-4400.58,3480.08,-4400.58,3480.08,-4400.58,3480.08,0,55.2,1.1
542,233,157,101,94,-59,421,117,116,0,395.324,234,159,94,93,0.901961,2.91548,0,0,9465.32,1,5,0,-4409.26,3486.07,-4409.26,3486.07,-4409.26,3486.07,0,55.2,1.1
543,227,179,100,88,-59,421,117,116,0,377.548,225,183,94,93,0.787447,8.20061,0,0,9519.85,1,5,0,-4417.95,3492.06,-4417.95,3492.06,-4417.95,3492.06,0,55.2,1.1
544,219,214,104,87,-59,421,117,116,0,350.392,221,220,94,93,0.748231,9.48683,0,0,9574.6,1,5,0,-4426.63,3498.06,-4426.63,3498.06,-4426.63,3498.06,0,55.2,1.1
545,218,251,104,83,-59,421,117,116,0,328.561,222,244,94,93,0.815086,2.23607,0,0,9629.55,1,5,0,-4435.32,3504.05,-4435.32,3504.05,-4435.32,3504.05,0,55.2,1.1
546,230,257,105,89,-59,421,117,116,0,334.059,229,252,94,93,0.826416,7.15891,0,0,9684.72,1,5,0,-4444.01,3510.04,-4444.01,3510.04,-4444.01,3510.04,0,55.2,1.1
547,239,250,101,87,-59,421,117,116,0,344.253,238,246,94,93,0.857279,4.60977,0,0,9740.09,1,5,0,-4452.69,3516.03,-4452.69,3516.03,-4452.69,3516.03,0,55.2,1.1
548,239,231,108,95,-59,421,117,116,0,355.447,242,231,96,95,0.888889,3,0,0,9795.68,1,5,0,-4461.38,3522.02,-4461.38,3522.02,-4461.38,3522.02,0,55.2,1.1
549,246,229,96,88,-59,421,117,116,0,359.397,240,223,96,95,0.820896,6.5,0,0,9851.48,1,5,0,-4470.06,3528.01,-4470.06,3528.01,-4470.06,3528.01,0,55.2,1.1
